Gr_Liv_Area,First_Flr_SF,Second_Flr_SF,Total_Bsmt_SF,Low_Qual_Fin_SF,Wood_Deck_SF,Open_Porch_SF,Bsmt_Unf_SF,Mas_Vnr_Area,Garage_Cars,Garage_Area,Year_Built,TotRms_AbvGrd,Full_Bath,Overall_Qual,Kitchen_Qual,Fireplaces,Fireplace_Qu,Exter_Qual,Lot_Frontage,Lot_Area,Longitude,Latitude,Misc_Val,Year_Sold,Sale_Price
2358,1307,1051,907,0,486,40,907,0,2,360,1908,10,3,Above_Average,Typical,1,Good,Typical,75,45600,-93.663054,42.028381,0,2008,240000
1518,1518,0,1580,0,0,39,545,0,0,0,1940,5,1,Average,Fair,2,Good,Typical,85,19550,-93.663123,42.028233,0,2008,260000
1367,961,406,861,0,0,130,229,0,1,384,1900,7,1,Average,Typical,0,No_Fireplace,Typical,50,8405,-93.6644616,42.0236702,0,2008,119000
1347,820,527,1117,0,85,0,148,0,0,0,1910,5,1,Average,Typical,0,No_Fireplace,Typical,70,7000,-93.6618779,42.0244599,0,2008,107500
1164,1164,0,1164,0,0,48,124,0,1,240,1950,5,1,Average,Typical,0,No_Fireplace,Typical,68,10880,-93.662924,42.022902,0,2008,125000
2329,1532,797,1475,0,192,121,390,99,2,514,1990,10,2,Good,Good,1,Excellent,Typical,86,11839,-93.683223,42.031766,0,2008,262280
2200,1101,1099,812,0,168,98,457,0,2,453,1993,9,2,Good,Good,1,Typical,Good,0,14171,-93.682032,42.031077,0,2008,225000
2037,1302,735,672,0,100,33,672,0,2,472,1996,8,2,Good,Good,1,Typical,Good,85,10541,-93.682175,42.030621,0,2008,229000
1643,1643,0,1182,0,339,0,197,0,2,438,1966,6,2,Above_Average,Typical,1,Good,Typical,0,11500,-93.6826513,42.0249247,0,2008,195000
990,990,0,990,0,168,0,268,0,2,528,1994,5,1,Average,Typical,0,No_Fireplace,Typical,65,9750,-93.692009,42.021173,0,2008,155000
1099,1099,0,1099,0,278,0,1099,0,1,352,1995,6,1,Average,Good,0,No_Fireplace,Typical,75,9525,-93.691213,42.01915,0,2008,144000
990,990,0,990,0,0,0,304,0,2,672,1994,5,1,Average,Typical,0,No_Fireplace,Typical,57,9245,-93.691612,42.019153,0,2008,145000
1418,1418,0,1418,0,208,110,110,150,2,558,1997,5,2,Good,Good,1,Typical,Typical,0,8696,-93.690719,42.018501,0,2008,226001
1652,782,870,782,0,0,70,255,120,2,532,2000,6,2,Good,Good,0,No_Fireplace,Good,68,8998,-93.690276,42.017423,0,2008,207500
1724,880,844,880,0,120,155,880,0,2,527,1998,8,2,Good,Good,0,No_Fireplace,Typical,57,8924,-93.688995,42.017914,0,2008,188000
1479,1479,0,1468,0,120,25,1468,125,2,577,1999,6,2,Good,Good,0,No_Fireplace,Good,93,9382,-93.689019,42.017766,0,2008,191000
1786,920,866,920,0,0,42,434,162,2,608,2001,6,2,Good,Good,1,Typical,Good,68,11250,-93.68895,42.015949,0,2008,223500
938,938,0,938,0,145,0,167,0,1,308,1975,5,1,Average,Typical,0,No_Fireplace,Typical,0,9200,-93.685742,42.022136,0,2008,130250
985,985,0,985,0,210,0,390,220,1,328,1977,6,2,Average,Typical,0,No_Fireplace,Good,65,8385,-93.686888,42.021234,0,2008,149900
1174,1174,0,864,0,211,0,83,180,2,528,1978,5,1,Average,Typical,0,No_Fireplace,Typical,0,12250,-93.687518,42.018839,0,2008,158000
1026,1026,0,940,0,0,0,0,0,2,576,1978,5,1,Above_Average,Typical,0,No_Fireplace,Typical,0,10970,-93.685158,42.019769,0,2008,147000
924,924,0,924,0,0,0,924,0,1,280,1975,5,1,Average,Typical,0,No_Fireplace,Typical,88,7990,-93.684289,42.021275,0,2008,110000
1795,1795,0,1777,0,171,159,1777,281,2,534,2002,7,2,Very_Good,Good,1,Good,Good,75,9742,-93.68786,42.018735,0,2008,230000
2161,1290,871,1257,0,0,84,1257,227,2,570,2001,8,2,Good,Good,1,Typical,Good,0,10400,-93.684227,42.018709,0,2008,230500
2290,1149,1141,1128,0,0,0,1128,0,2,779,2002,9,2,Very_Good,Good,1,Good,Good,0,11250,-93.686644,42.016975,0,2008,255900
1768,884,884,884,0,0,63,334,252,2,543,2003,8,2,Good,Good,0,No_Fireplace,Good,65,8158,-93.686982,42.016207,0,2008,224900
1640,798,842,798,0,0,45,798,0,2,595,2003,6,2,Good,Good,0,No_Fireplace,Good,72,7226,-93.687674,42.014435,0,2008,183000
1764,886,878,850,0,120,29,850,192,2,560,1999,7,2,Very_Good,Good,1,Typical,Good,96,11690,-93.683856,42.016709,0,2008,207000
1908,933,975,915,0,144,133,273,0,2,493,1994,8,2,Good,Good,1,Typical,Good,70,8750,-93.67994,42.017866,0,2008,210000
848,848,0,848,0,140,0,162,170,2,420,2003,3,1,Above_Average,Good,0,No_Fireplace,Good,37,4435,-93.681121,42.016277,0,2008,136500
1493,1493,0,1478,0,140,39,484,215,2,508,1997,7,2,Above_Average,Good,1,Typical,Typical,75,13125,-93.679505,42.017854,0,2008,208900
1536,1536,0,1536,0,192,74,726,113,2,532,2002,7,2,Good,Good,0,No_Fireplace,Good,70,9135,-93.687825,42.014549,0,2008,214000
1710,856,854,856,0,0,61,150,196,2,548,2003,8,2,Good,Good,0,No_Fireplace,Good,65,8450,-93.686931,42.013952,0,2008,208500
1445,1445,0,1445,0,0,35,1421,50,2,470,2004,6,2,Good,Good,0,No_Fireplace,Good,75,9750,-93.685207,42.013912,0,2008,186500
1436,1436,0,1436,0,139,98,490,266,2,484,2004,8,2,Good,Good,0,No_Fireplace,Good,65,8450,-93.684451,42.013641,0,2008,210000
1582,770,812,770,0,0,45,280,0,2,520,2004,6,2,Good,Good,0,No_Fireplace,Good,64,8320,-93.684397,42.013622,0,2008,185900
1234,1234,0,1234,0,0,30,1234,0,2,484,2007,7,2,Very_Good,Good,0,No_Fireplace,Good,85,11049,-93.684343,42.013603,0,2008,179900
1564,1564,0,1564,0,0,24,1508,212,3,814,2007,6,2,Good,Good,0,No_Fireplace,Good,85,11058,-93.683435,42.015975,0,2008,218836
1361,1361,0,1351,0,0,50,1327,0,2,610,2007,6,2,Good,Good,0,No_Fireplace,Good,74,9627,-93.683435,42.015368,0,2008,193000
848,848,0,848,0,149,0,151,147,2,420,2004,3,1,Above_Average,Good,1,Typical,Good,0,4426,-93.683127,42.015927,0,2008,149300
848,848,0,848,0,149,0,151,147,2,420,2004,3,1,Above_Average,Good,1,Typical,Good,0,4426,-93.682991,42.015927,0,2008,141000
848,848,0,848,0,149,0,186,205,2,420,2004,3,1,Above_Average,Good,1,Good,Good,0,4438,-93.681436,42.016121,0,2008,149000
848,848,0,848,0,140,0,186,169,2,420,2004,4,1,Above_Average,Good,1,Good,Good,0,4438,-93.681401,42.016122,0,2008,144500
2200,1272,928,1272,0,0,70,188,0,0,0,1900,9,2,Average,Typical,0,No_Fireplace,Typical,67,8777,-93.678304,42.019937,0,2008,145900
1256,1256,0,1256,0,736,68,136,0,1,276,1965,6,1,Average,Typical,0,No_Fireplace,Good,75,9937,-93.677407,42.021244,0,2008,147500
1127,1127,0,1127,0,0,0,94,84,2,480,1976,6,1,Above_Average,Typical,1,Poor,Typical,65,6500,-93.673571,42.019996,0,2008,135000
996,996,0,996,0,144,0,706,0,0,0,1940,6,1,Average,Typical,1,Good,Typical,63,13907,-93.673137,42.02099,0,2008,108000
1181,1181,0,1138,0,0,0,38,0,2,588,1972,6,2,Below_Average,Typical,0,No_Fireplace,Typical,90,10012,-93.671443,42.019861,0,2008,137500
1117,1117,0,1029,0,292,0,541,0,2,542,1977,6,1,Above_Average,Typical,1,Fair,Typical,0,9638,-93.675294,42.018852,0,2008,147000
1398,684,714,684,0,0,0,396,0,2,440,1976,6,1,Above_Average,Typical,1,Typical,Typical,72,7200,-93.675173,42.018912,0,2008,160500
1132,1132,0,1132,0,252,64,108,0,2,451,2005,5,1,Below_Average,Good,0,No_Fireplace,Typical,60,7024,-93.673251,42.01883,0,2008,176000
1072,1072,0,547,0,0,28,88,80,2,525,2005,5,1,Above_Average,Typical,0,No_Fireplace,Typical,35,3675,-93.670627,42.018898,0,2008,148000
1137,929,208,0,0,0,0,0,0,0,0,1947,8,1,Average,Typical,0,No_Fireplace,Typical,57,8050,-93.664925,42.01797,0,2008,96000
930,930,0,911,0,134,0,144,115,1,286,1953,5,1,Below_Average,Typical,0,No_Fireplace,Typical,68,9520,-93.665829,42.017962,3000,2008,99000
1200,768,432,768,0,0,0,416,0,1,240,1946,6,1,Average,Typical,0,No_Fireplace,Typical,70,11767,-93.664506,42.0198028,0,2008,130500
1470,997,473,941,0,0,0,941,0,1,548,1954,7,2,Below_Average,Typical,0,No_Fireplace,Typical,60,8172,-93.663479,42.019959,0,2008,135000
1393,872,521,816,0,121,0,816,0,1,300,1955,8,1,Average,Typical,0,No_Fireplace,Typical,59,16466,-93.66345,42.018541,0,2008,135500
864,864,0,864,0,0,0,823,0,0,0,1914,5,1,Fair,Typical,0,No_Fireplace,Typical,45,8248,-93.656735,42.022089,0,2008,67000
1716,936,780,780,0,0,184,570,0,0,0,1912,9,2,Average,Fair,0,No_Fireplace,Typical,55,5687,-93.655851,42.0214496,0,2008,135900
1424,1424,0,1228,0,0,0,1228,174,1,312,1921,7,2,Good,Typical,1,Good,Typical,60,7290,-93.651635,42.017083,0,2008,168000
2555,1423,748,588,384,431,0,588,0,2,672,1922,11,2,Above_Average,Typical,1,Good,Typical,79,11526,-93.646438,42.017834,0,2008,191000
1264,676,588,676,0,424,0,676,0,2,400,1914,6,1,Above_Average,Typical,0,No_Fireplace,Typical,63,15564,-93.646288,42.01789,400,2008,147500
790,790,0,768,0,0,141,384,0,1,160,1930,4,1,Above_Average,Typical,0,No_Fireplace,Typical,52,6292,-93.64842,42.016887,0,2008,91000
1639,1166,0,1064,473,0,0,1064,0,1,240,1936,6,1,Above_Average,Typical,0,No_Fireplace,Typical,51,10480,-93.646735,42.016072,0,2008,115000
1603,819,784,784,0,0,217,784,0,2,599,1923,7,1,Above_Average,Typical,1,Good,Typical,0,9650,-93.642886,42.019833,0,2008,138000
1502,851,651,776,0,0,0,776,0,1,270,1931,6,1,Good,Typical,1,Good,Typical,60,7200,-93.642821,42.019617,0,2008,149000
1660,849,811,715,0,0,0,389,0,1,240,1934,6,1,Above_Average,Typical,1,Good,Typical,74,11988,-93.641405,42.018443,0,2008,188700
3447,1968,1479,728,0,314,12,536,632,3,1014,1935,11,3,Very_Good,Good,2,Good,Typical,0,14100,-93.642597,42.01601,0,2008,381000
2161,1218,943,832,0,0,96,397,0,2,506,1950,8,2,Good,Good,2,Typical,Typical,70,12392,-93.64293,42.014567,0,2008,263400
1032,516,516,516,0,213,0,150,0,2,462,1980,5,1,Above_Average,Typical,1,Typical,Typical,24,1879,-93.645743,42.009489,0,2008,116500
1556,716,840,716,0,161,0,23,0,2,452,1980,6,2,Above_Average,Typical,1,Typical,Typical,24,1950,-93.645743,42.009489,0,2008,151000
919,919,0,894,0,0,0,555,0,1,195,1926,5,1,Above_Average,Typical,0,No_Fireplace,Typical,50,7000,-93.628409,42.022607,0,2008,126000
1090,760,330,720,0,0,0,720,0,1,240,1940,5,1,Above_Average,Typical,0,No_Fireplace,Typical,60,6000,-93.627459,42.021806,0,2008,120000
796,796,0,796,0,0,0,796,0,0,0,1922,5,1,Below_Average,Typical,0,No_Fireplace,Typical,40,3636,-93.625291,42.022797,0,2008,55000
778,778,0,740,0,0,25,212,0,1,924,1940,4,1,Average,Typical,1,Good,Typical,71,6900,-93.6291062,42.0213831,0,2008,120500
1200,780,420,780,0,0,0,780,0,0,0,1930,7,1,Average,Typical,0,No_Fireplace,Typical,58,8155,-93.628385,42.021276,0,2008,119000
1656,1092,564,624,0,0,180,367,0,1,288,1967,7,1,Average,Typical,1,Poor,Fair,75,6000,-93.6258429,42.0214037,0,2008,126000
912,912,0,520,0,0,90,520,0,1,360,1930,5,1,Average,Typical,0,No_Fireplace,Typical,60,7392,-93.626835,42.020379,0,2008,99500
1049,671,378,356,0,0,0,356,0,1,195,1910,5,1,Below_Average,Typical,0,No_Fireplace,Typical,52,5150,-93.616849,42.021594,0,2008,80900
894,894,0,894,0,0,20,894,0,3,1248,1935,6,1,Fair,Typical,0,No_Fireplace,Fair,120,18000,-93.604195,42.022458,560,2008,81000
864,432,432,592,0,0,30,592,0,1,216,1920,5,1,Below_Average,Fair,0,No_Fireplace,Typical,60,9000,-93.604193,42.022626,0,2008,65000
1646,1646,0,1594,0,128,53,120,174,2,482,2004,5,2,Good,Excellent,1,Good,Good,44,3811,-93.615985,42.008806,0,2008,250000
1646,1646,0,1594,0,128,53,221,174,2,482,2004,5,2,Very_Good,Good,1,Good,Good,44,3842,-93.615921,42.0091899,0,2008,275000
1689,1689,0,1568,0,150,59,350,148,3,857,2002,7,2,Very_Good,Good,2,Good,Good,0,13265,-93.607121,41.997124,0,2008,271000
1118,1118,0,1096,0,203,0,574,0,1,358,1977,6,1,Above_Average,Typical,1,Poor,Typical,76,9880,-93.604549,41.997069,0,2008,171000
1279,1279,0,1196,0,238,83,276,0,2,473,1977,6,2,Above_Average,Typical,2,Fair,Typical,75,10125,-93.604548,41.996919,0,2008,171500
1689,1689,0,1680,0,428,120,297,0,2,432,1991,6,2,Below_Average,Typical,1,Typical,Typical,74,9990,-93.602429,41.995991,0,2008,228500
1786,1619,167,1499,0,670,0,103,0,2,529,1965,7,2,Average,Typical,2,Good,Typical,0,164660,-93.658875,41.998543,700,2008,228950
1501,1501,0,1277,0,240,0,384,340,2,512,1986,6,2,Good,Good,1,Typical,Good,42,4084,-93.639793,42.00514,0,2008,241500
1537,1537,0,1518,0,0,26,482,258,3,788,2006,8,2,Very_Good,Good,0,No_Fireplace,Good,74,11563,-93.653122,41.995141,0,2008,294000
1442,712,730,352,0,100,0,352,0,2,400,2006,6,2,Average,Typical,0,No_Fireplace,Typical,73,9802,-93.649198,41.995142,0,2008,172500
1495,1495,0,1495,0,252,0,1495,128,2,438,1989,8,2,Above_Average,Typical,1,Typical,Typical,75,12890,-93.644679,41.999812,0,2008,150000
1651,1651,0,1606,0,192,0,0,132,2,616,1986,7,2,Above_Average,Typical,1,Typical,Typical,47,12416,-93.646054,41.999575,0,2008,184000
1256,1256,0,1256,0,282,0,276,228,2,578,1986,6,2,Above_Average,Good,1,Fair,Good,93,18265,-93.6470597,41.9976055,0,2008,180000
1675,1675,0,1666,0,165,52,443,0,2,435,1999,6,2,Above_Average,Good,0,No_Fireplace,Good,0,7915,-93.646645,41.99639,0,2008,195000
2262,1482,780,1482,0,168,0,611,226,3,749,2003,10,2,Very_Good,Good,2,Good,Good,85,12244,-93.647834,41.99423,0,2008,305000
1964,1964,0,1964,0,0,265,393,674,3,892,2005,7,2,Very_Good,Good,1,Good,Good,85,11447,-93.647214,41.993611,0,2008,370000
1040,1040,0,1040,0,0,100,271,0,2,499,1975,6,1,Average,Typical,0,No_Fireplace,Typical,0,4224,-93.605351,41.99261,0,2008,124000
1304,616,688,264,0,141,24,264,0,1,336,1976,4,1,Average,Typical,1,Good,Typical,0,2665,-93.604649,41.991372,0,2008,115000
1475,925,550,550,0,92,26,232,0,1,336,1976,6,2,Average,Typical,1,Typical,Typical,41,2665,-93.604184,41.990899,0,2008,129500
988,526,462,526,0,120,101,25,0,1,297,1973,5,1,Below_Average,Typical,0,No_Fireplace,Typical,21,1974,-93.603601,41.991883,0,2008,105000
988,526,462,462,0,0,101,25,0,1,297,1973,4,1,Below_Average,Typical,1,Poor,Typical,21,1596,-93.604269,41.991779,0,2008,94900
1092,546,546,546,0,187,0,188,0,0,0,1970,6,2,Above_Average,Typical,0,No_Fireplace,Typical,21,1477,-93.603178,41.992133,0,2008,98000
630,630,0,630,0,88,0,135,0,0,0,1972,3,1,Below_Average,Typical,0,No_Fireplace,Typical,21,1890,-93.603458,41.991933,0,2008,81000
988,988,0,988,0,0,0,988,0,2,520,1954,4,1,Average,Typical,0,No_Fireplace,Typical,100,21750,-93.610109,41.988675,0,2008,113000
816,816,0,816,0,315,0,282,0,1,264,1983,4,1,Average,Typical,0,No_Fireplace,Typical,59,6490,-93.6051072,41.987109,0,2008,128500
923,923,0,876,0,362,0,218,0,1,264,1984,5,1,Average,Typical,0,No_Fireplace,Typical,37,6951,-93.604761,41.988934,0,2008,119500
816,816,0,816,0,0,0,175,0,1,264,1982,5,1,Average,Good,1,Excellent,Good,60,6600,-93.603917,41.98811,0,2008,130500
845,845,0,845,0,0,0,207,0,1,264,1982,6,1,Average,Good,0,No_Fireplace,Typical,60,6600,-93.603886,41.987289,0,2008,134500
1750,983,767,983,0,245,0,323,0,1,423,1940,7,2,Above_Average,Typical,0,No_Fireplace,Typical,75,12508,-93.608291,41.98658,1300,2008,160000
1968,1168,800,784,0,305,189,29,232,2,530,1969,7,2,Average,Typical,1,Poor,Typical,0,11075,-93.600066,41.991885,400,2008,172000
1836,1150,686,686,0,0,0,686,0,1,288,1900,7,2,Average,Typical,0,No_Fireplace,Typical,0,56600,-93.577427,42.022745,0,2008,103000
1587,1587,0,1587,0,0,44,749,302,2,525,1971,7,2,Above_Average,Typical,1,Good,Typical,85,10667,-93.618504,42.051297,0,2007,167300
1277,1277,0,1277,0,0,0,499,0,2,526,1970,5,1,Good,Typical,1,Poor,Typical,85,10628,-93.618503,42.051357,0,2007,167000
2223,2223,0,2223,0,300,0,343,1115,2,516,1973,8,2,Good,Typical,2,Good,Typical,95,13651,-93.617273,42.049671,0,2007,244000
1572,806,766,806,0,0,40,806,0,2,373,1995,7,2,Above_Average,Typical,1,Typical,Typical,0,10364,-93.63736,42.060466,0,2007,168000
1470,794,676,794,0,0,75,612,0,2,388,1997,6,2,Above_Average,Typical,0,No_Fireplace,Typical,0,13869,-93.636146,42.061664,0,2007,177000
1600,916,684,916,0,100,38,916,0,2,460,1997,7,2,Above_Average,Typical,1,Typical,Typical,57,8773,-93.636972,42.061326,0,2007,169000
1384,754,630,384,0,0,0,384,0,2,390,1997,7,2,Above_Average,Typical,1,Typical,Typical,56,8872,-93.637189,42.061242,0,2007,161500
1652,1652,0,1494,0,96,48,298,0,2,499,2000,6,2,Very_Good,Excellent,0,No_Fireplace,Good,41,5330,-93.634341,42.063067,0,2007,251000
1694,924,770,392,0,256,64,206,32,2,398,1994,7,2,Above_Average,Typical,1,Typical,Typical,0,10147,-93.636345,42.059592,0,2007,160000
1553,691,862,691,0,0,44,277,0,2,420,1996,6,2,Good,Good,0,No_Fireplace,Good,63,7875,-93.637865,42.059562,0,2007,178750
1472,802,670,384,0,164,0,384,76,2,402,1991,7,2,Good,Good,1,Typical,Good,0,10784,-93.637299,42.057006,0,2007,160000
1482,812,670,384,0,100,25,384,170,2,392,1992,7,2,Good,Good,1,Typical,Typical,0,9125,-93.637917,42.05817,0,2007,163900
2090,1190,900,1190,0,219,0,180,0,2,577,1984,6,2,Good,Good,1,Typical,Good,0,5062,-93.632917,42.059239,0,2007,207500
1179,1179,0,1166,0,0,108,918,0,2,480,1988,5,2,Very_Good,Typical,0,No_Fireplace,Good,38,4740,-93.631622,42.059309,0,2007,182000
1922,1922,0,1922,0,178,51,673,200,3,676,2005,8,2,Excellent,Good,1,Good,Good,86,14157,-93.629016,42.060431,0,2007,377426
1612,1612,0,1612,0,0,164,815,165,2,556,2006,6,2,Excellent,Excellent,1,Good,Good,61,8035,-93.629538,42.059743,0,2007,319900
2234,2234,0,2220,0,390,80,662,945,2,724,2006,7,1,Very_Good,Good,1,Good,Good,85,14082,-93.628754,42.058998,0,2007,441929
1479,725,754,725,0,167,72,404,306,2,484,1981,6,2,Good,Good,1,Typical,Good,78,12090,-93.637816,42.0545,0,2007,176000
1930,1085,845,780,0,192,72,22,549,2,481,1979,9,2,Good,Good,1,Typical,Typical,61,11339,-93.634665,42.054941,0,2007,192000
1969,1161,808,808,0,0,0,808,0,2,534,1977,8,2,Good,Typical,1,Good,Typical,92,11952,-93.633973,42.055217,0,2007,190000
2030,1118,912,848,0,0,224,692,298,2,551,1976,8,2,Above_Average,Good,1,Typical,Typical,0,12046,-93.631528,42.054427,0,2007,195000
1177,1177,0,1153,0,204,103,372,98,2,495,1984,6,2,Above_Average,Good,0,No_Fireplace,Typical,79,11850,-93.631795,42.056211,0,2007,151500
1725,1040,685,539,0,0,88,114,96,2,550,1979,6,2,Good,Typical,1,Typical,Typical,80,11584,-93.638554,42.052353,0,2007,197000
1220,1220,0,1625,0,0,0,1012,176,2,944,1971,6,2,Above_Average,Typical,1,Typical,Typical,128,13001,-93.634714,42.049832,0,2007,170000
1935,1142,793,793,0,0,113,793,233,2,550,1976,7,2,Good,Typical,1,Typical,Typical,0,12384,-93.633898,42.049956,0,2007,197900
1324,1324,0,1228,0,407,36,0,130,2,585,1976,5,2,Good,Good,1,Fair,Typical,64,8991,-93.633757,42.051039,0,2007,174000
1877,1084,793,1084,0,0,96,0,0,2,488,1974,8,2,Above_Average,Typical,1,Typical,Typical,80,8000,-93.632191,42.048765,0,2007,178900
1109,576,533,372,0,35,0,23,82,1,288,1971,5,1,Average,Typical,0,No_Fireplace,Typical,70,10500,-93.627736,42.055392,0,2007,139000
981,981,0,981,0,0,312,664,0,2,576,1971,5,1,Above_Average,Typical,0,No_Fireplace,Typical,0,10530,-93.626331,42.055264,0,2007,143250
1479,725,754,725,0,0,32,99,138,2,484,1972,7,1,Good,Good,0,No_Fireplace,Typical,0,7472,-93.626565,42.054603,0,2007,184000
1422,1422,0,925,0,252,0,359,0,2,576,1970,7,1,Average,Typical,0,No_Fireplace,Typical,63,9457,-93.629118,42.053407,0,2007,155000
914,914,0,914,0,120,0,214,32,1,368,1970,5,1,Average,Excellent,0,No_Fireplace,Typical,66,7920,-93.626722,42.054612,0,2007,133000
914,914,0,914,0,140,0,600,0,1,270,1961,4,1,Below_Average,Typical,0,No_Fireplace,Typical,0,17199,-93.6247461,42.0562952,0,2007,128000
767,767,0,723,0,120,40,0,182,1,367,1998,4,1,Good,Typical,0,No_Fireplace,Typical,34,4058,-93.624798,42.05467,0,2007,133000
1337,1337,0,1337,0,136,68,1337,0,2,511,2001,5,2,Above_Average,Good,1,Typical,Good,33,4113,-93.624798,42.054789,0,2007,155000
1218,672,546,672,0,0,28,672,265,1,264,1973,7,1,Above_Average,Excellent,0,No_Fireplace,Typical,21,2058,-93.627855,42.052696,0,2007,113700
1302,630,672,630,0,0,0,630,304,2,440,1970,6,2,Average,Typical,0,No_Fireplace,Typical,24,2016,-93.629777,42.052294,0,2007,106000
1365,765,600,765,0,240,36,294,376,2,440,1971,6,1,Average,Typical,0,No_Fireplace,Typical,24,1920,-93.627242,42.051833,0,2007,122500
958,958,0,1078,0,0,205,958,0,2,440,1976,5,2,Above_Average,Typical,1,Typical,Typical,0,4928,-93.627238,42.050397,0,2007,128000
988,988,0,988,0,0,0,263,52,1,360,1966,5,1,Average,Typical,0,No_Fireplace,Typical,65,7150,-93.6257971,42.0488205,0,2007,129250
2046,2046,0,1994,0,188,65,564,400,3,878,2005,7,2,Very_Excellent,Excellent,2,Good,Excellent,105,15431,-93.657967,42.061284,0,2007,450000
1802,1802,0,1802,0,158,105,1802,510,3,843,2006,7,2,Excellent,Excellent,1,Good,Excellent,94,13615,-93.657492,42.06113,0,2007,372000
2468,1136,1332,1136,0,184,154,166,388,3,872,2004,10,2,Very_Good,Good,1,Good,Good,99,12099,-93.6565389,42.059677,0,2007,354000
2385,1217,1168,1317,0,192,228,379,280,3,818,2003,7,2,Very_Good,Good,1,Good,Good,110,14277,-93.65699,42.058634,0,2007,350000
1721,1721,0,1721,0,168,27,1602,210,2,554,2005,7,2,Very_Good,Good,0,No_Fireplace,Good,71,9254,-93.65045,42.059197,0,2007,232698
1362,1362,0,1362,0,192,28,1342,256,2,460,2005,6,2,Above_Average,Good,1,Good,Good,61,7577,-93.649838,42.059175,0,2007,194700
1302,1302,0,1302,0,110,50,272,182,2,631,2005,5,1,Above_Average,Good,1,Good,Good,34,3903,-93.649808,42.059176,0,2007,200000
1362,1362,0,1362,0,192,28,600,256,2,460,2005,6,2,Above_Average,Good,1,Good,Good,41,6289,-93.649798,42.059176,0,2007,207000
1554,1554,0,1554,0,156,73,1530,108,2,627,2006,6,2,Very_Good,Good,1,Good,Good,34,4590,-93.649319,42.058276,0,2007,209500
1577,1577,0,1577,0,203,39,729,394,2,564,2005,6,2,Excellent,Excellent,1,Good,Excellent,48,7841,-93.653414,42.056827,0,2007,280000
1405,1405,0,1405,0,136,36,405,235,2,478,2003,6,2,Good,Good,1,Good,Good,48,3242,-93.650608,42.057209,0,2007,200000
1536,768,768,768,0,100,38,768,0,2,400,2005,6,2,Above_Average,Good,1,Good,Good,65,10237,-93.646429,42.063381,0,2007,176000
1326,1326,0,1326,0,120,23,408,0,2,388,2005,6,2,Above_Average,Good,0,No_Fireplace,Typical,88,12216,-93.6443,42.062067,2000,2007,203000
1119,1119,0,835,0,100,24,56,0,2,437,2004,5,2,Good,Good,0,No_Fireplace,Good,65,16219,-93.644064,42.061429,0,2007,188500
1720,840,880,840,0,100,48,840,0,2,440,2004,7,2,Good,Good,1,Good,Good,62,8244,-93.641781,42.061318,0,2007,183500
1394,754,640,384,0,100,0,384,0,2,400,2003,7,2,Good,Good,1,Typical,Good,0,11950,-93.639977,42.061392,0,2007,165500
1948,847,1101,847,0,0,48,847,16,2,434,2003,8,2,Good,Good,1,Good,Good,63,7875,-93.64021,42.060021,0,2007,211000
1320,660,660,660,0,0,48,660,0,2,400,2003,6,2,Good,Good,0,No_Fireplace,Good,0,7750,-93.643641,42.059526,0,2007,162000
1690,940,750,915,0,0,50,395,0,2,442,2000,7,2,Above_Average,Typical,1,Typical,Typical,58,9487,-93.641323,42.057836,0,2007,187000
1644,961,683,941,0,460,42,941,0,2,460,1999,7,2,Above_Average,Typical,1,Typical,Typical,59,9649,-93.640658,42.058897,0,2007,185000
2551,1779,772,1779,0,76,61,598,515,3,925,1997,8,2,Very_Good,Good,2,Typical,Good,100,12191,-93.655711,42.053364,0,2007,384500
2285,997,1288,969,0,0,56,969,72,3,648,2000,8,2,Very_Good,Good,1,Typical,Good,0,11000,-93.652894,42.055751,0,2007,248000
2633,2633,0,2633,0,314,140,1351,705,3,804,2001,8,2,Very_Excellent,Excellent,2,Good,Excellent,0,11400,-93.651096,42.055627,0,2007,466500
3078,1671,1407,1408,0,108,87,736,422,3,806,1998,9,2,Excellent,Good,1,Typical,Good,89,10557,-93.652641,42.05359,0,2007,410000
4316,2444,1872,2444,0,382,50,989,1170,3,832,1994,10,3,Very_Excellent,Excellent,2,Excellent,Excellent,104,21535,-93.657271,42.05198,0,2007,755000
2013,1127,886,1117,0,180,130,255,0,2,455,1996,8,2,Good,Typical,1,Typical,Good,92,9920,-93.655159,42.052361,0,2007,269790
2398,1383,1015,1379,0,239,60,660,594,3,834,1996,8,2,Good,Good,1,Typical,Good,95,11787,-93.655905,42.052247,0,2007,315750
3228,3228,0,3200,0,264,75,1969,0,2,546,1992,10,3,Very_Good,Good,1,Good,Good,0,12692,-93.65334,42.049518,0,2007,430000
2202,1105,1097,1105,0,0,65,770,309,2,517,1992,9,2,Very_Good,Good,1,Typical,Good,88,11762,-93.652946,42.049509,0,2007,263000
1464,1464,0,1485,0,168,160,556,84,3,754,2007,6,2,Very_Good,Good,0,No_Fireplace,Good,49,15256,-93.64176,42.054177,0,2007,282922
1588,1588,0,1588,0,144,45,1588,410,3,825,2006,7,2,Very_Good,Good,1,Good,Good,85,10000,-93.642344,42.054157,0,2007,227000
1538,1538,0,1538,0,146,40,769,148,2,484,2005,7,2,Very_Good,Good,0,No_Fireplace,Good,74,8847,-93.643544,42.053185,0,2007,260000
